FragmentID, NarrID, EntryDate, ServerEntryDate,Who is in focus in the story - Individual,Who is in focus in the story - Family,Who is in focus in the story - My community,Who is in focus in the story -X,Who is in focus in the story -Y,Who is in focus in the story - N/A,Story applies to_Past,Story applies to_Present,Story applies to_Future,Story applies to -X,Story applies to -Y,Story applies to -N/A,Story is about - Practicalities,Story is about - Cooperation with others,Story is about - Kindness,Story is about -X,Story is about -Y,Story is about -N/A,"Who is losing out most in the story - I, an individual","Who is losing out most in the story - Group of people, community",Who is losing out most in the story - Entire society,Who is losing out most in the story -X,Who is losing out most in the story -Y,Who is losing out most in the story - N/A,"In your story people are - worried, concerned",In your story people are - Satisfied,In your story people are - Curious,In your story people are -X,In your story people are -Y,In your story people are -N/A,"In this story who could do more - I, an individual",In this story who could do more - community,"In this story who could do more - people outside the community, others",In this story who could do more -X,In this story who could do more -Y,In this story who could do more -N/A,Why did you share the story - Because I want to change things,Why did you share the story - I want to advise others to take action,Why did you share the story - because it is  interesting,Why did you share the story -X,Why did you share the story -Y,Why did you share the story - N/A,People in the story - reacted to the outside pressure,People in the story - managed situation,People in the story  - observed,People in the story are - X,People in the story are -Y,People in the story are -N/A,How people work together - they cooperate,How people work together - there is a conflict between them,How people work together - do  not pay attention to each other,How people work together -X,How people work together -Y,How people work together -N/A,"Improve outcome - I, an individual, is the main actor",Improve outcome - community,Improve outcome - others outside the community,Improve outcome -X,Improve outcome -Y,Improve outcome -N/A,How common is the experience?,How do you feel about this story?,Who should hear this story?,How long will you remember this story?,Story Closely relates to - _Discrimination,Story Closely relates to - _What Roma people think how others see them,Story Closely relates to - _Roma Inclusion - positive and negative opinions,Story Closely relates to - _Employment or unemployment issues ,Story Closely relates to - _Health issues ,Story Closely relates to - _Housing issues ,Story Closely relates to _Education,Story Closely relates to - Other,Gender,Municipality ,Interview was held in…,Ethnicity - affiliation attributed to the respondent by the interviewer,Age ,Education ,Ethnicity - self-affiliation,Etnicity - perceived external/attributed affiliation – “How others see me”,Employment,FragmentEntry,FragEntryEng,Story Title,TitleEng,StudentCode,Image Prompter,Image Prompter _N/A,ProjectID,ApplicationName,Latitude,Longitude,Language
4c681261-c823-4c16-8d84-495e4717cedd,2236,06:46.6,06:46.7,9.465281,41.133003,49.40172,0.6996822,0.3562118,,0.8237182,46.551723,52.624557,0.75900424,0.40313792,,10.037205,45.07389,44.88891,0.6742585,0.39033988,,5.111096,54.92611,39.962795,0.6742585,0.47566012,,47.68645,9.605911,42.70764,0.47510594,0.08318716,,0.42086425,58.374386,41.20475,0.7039195,0.50552213,,43.48256,48.522167,7.9952707,0.32256356,0.420202,,47.50903,9.1132965,43.37767,0.4793432,0.07892118,,42.916893,8.128076,48.95503,0.5301907,0.070389144,,6.9437838,52.95566,40.10055,0.6657839,0.45859605,,It is common - Uobičajeno je,Negative - Negativna,Local Government - Opštinske vlasti,For a long time - Dugo,,,,1,1,1,,,Male - Muško,VRANJE,interviewed in the community,Serb - Srbin,Above 50,High school - Srednja škola,Serb - Srbin,Serb - Srbin,Employed - Zaposlen/a,Danas sam u pauzi video da se spremaju iz opstine veliki broj opomena za poreze komunalije. Pitam se kako ce ljudi koji ne rade djaba im popusti ako su korisnici jer su dugovanja godiama ljudi koji nisu i ljudi koji rade kobajagi po firmama koje nedaju plategodinama,Today I pause the video to be saved from the municipality a large number of warning for utilities taxes. I wonder how the people who do not work djaba them discounts if customers because the debt happens to people who are not the people who work ostensibly by companies that do not give plategodinama,pitanje casti,pitanje headphones,19,How others see - Kako Romi misle da ih drugi vide,,roma,SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 4.2.2; IdeaTab S6000-H Build/JDQ39) AppleWebKit/537.36 (KHTML like Gecko) Chrome/40.0.2214.109 Safari/537.36,,,sr
f76b6b6f-4c25-49a1-8857-982e90ec76e3,2237,49:30.3,,5.721621,94.08868,0.18970703,0.47234043,0.81480783,,10.558638,88.66995,0.7714111,0.45106384,0.76788175,,1.4442872,97.53695,1.0187598,0.49787235,0.84466994,,11.969395,86.69951,1.3310937,0.44680852,0.7508178,,93.124405,0.98522186,5.890368,0.06382979,0.008532031,,8.936172,0,91.06383,0.9106383,0,,0.09851806,79.802956,20.098528,0.6,0.69109356,,0.29242614,11.330048,88.37753,0.9404255,0.09811824,,16.282352,1.477829,82.239815,0.82978725,0.012798022,,12.318409,3.4482803,84.23331,0.8595745,0.029862085,,It is common - Uobičajeno je,Negative - Negativna,Whole world - Ceo svet,For a long time - Dugo,1,,,,,,,,Male - Muško,ČAČAK,Approached for a service,Serb - Srbin,18-20,High school - Srednja škola,Serb - Srbin,Serb - Srbin,Unemployed - Nezaposlen/a,slika 6 Veliki broj roma zivi u siromastvu  po gotovo u Srbiji bezopsnovnih  uslovaza zivot.Im veliki broj porodica koji tako zive.Kuce su im male napravljene od drveta sa  velikim ostecenjima.Ropmima je tesko da zive u takoj situaciji . Deca nemaju prostora u domovima za spavanje akamoli za igru. Drugi ih izbegavaju  ne primaju ih u svoje drustvo.Ljudi koji su imucni doniraju u zsve drugo osim oko pomoci Romima. Kadase  Romi obrate za neku pomoc  oni ih sacekaju sa recima  idite radite pa zaradite. ARomi kada potraze posao  oni nece da ih prime  iz raznih predrasuda da su neradnici i da ce ih pokrasti.Ovde vidimo da je se ovo dete izolovalo os vecinske dece jer je naj sigurniji uz svoju majku.,Figure 6 A large number of Roma live in poverty after almost in Serbia bezopsnovnih conditions What zivot.Im large number of families who so zive.Kuce their small made of wood with large ostecenjima.Ropmima is difficult to live in the immediate situation. Children do not have space in the dormitories to sleep let alone to play. Others avoid them do not receive them in their drustvo.Ljudi who are wealthy to donate all ticks other than around aid to Roma. KADAS Roma pay for some help they wait for them to go with him doing so earn. Headlights when they seek jobs they would not to be received from a variety of prejudices that are slackers and that they pokrasti.Ovde see that this child isolate axis majority of children because it is safer with his mother.,ziveti u siromastvu.,live in poverty.,10,Housing issues - Pitanja stanovanja,,roma,SenseMaker New WebCollector; Mozilla/5.0 (Linux; U; Android 4.2.2; sr-rs; IdeaTab S6000-H Build/JDQ39) AppleWebKit/534.30 (KHTML like Gecko) Version/4.0 Safari/534.30,,,sr
15621a98-3e92-492d-aa30-84a2640018d5,2238,41:12.7,41:11.8,37.243523,34.729065,28.027418,0.4539195,0.30075368,,28.612392,46.059113,25.328497,0.4835805,0.39887193,,10.796999,55.418716,33.784286,0.6149364,0.4799261,,39.600117,49.507393,10.89249,0.35646185,0.428734,,94.67024,1.2315292,4.0982184,0.04713983,0.0106650265,,26.946703,42.610836,30.442465,0.5174788,0.36900985,,39.36425,55.91133,4.7244167,0.32680085,0.48419207,,1.1096826,48.522167,50.36815,0.74629235,0.420202,,2.0260205,47.53694,50.437035,0.74205506,0.41166994,,29.981686,41.625614,28.3927,0.4920551,0.3604778,,Constantly - Stalno,Very negative - Veoma negativna,Leaders of my country - Vođe moje zajednice,Forever - Zauvek,,,1,1,1,1,1,,Male - Muško,VRANJE,interviewed in the community,Roma - Rom/Romkinja,30-39,Elementaty school - Osnovna škole,Roma - Rom/Romkinja,Roma - Rom/Romkinja,Unemployed - Nezaposlen/a,Gledam kako mi je tesko svaki dan sa decom da se objasnjavam da nemam pare i da cekamo soc.i decji. Nemogu ni kod komsija a ni u prodavnicama da se zaduzujem vise sve sam iskoristio.,I looked to my hard every day with children to explain that I have no money and have to wait SOC.A Children. I can not with a trusted neighbor and not in the shops to borrow more all I used.,sudnji dan,Judgment Day,19,Housing issues - Pitanja stanovanja,,roma,SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 4.2.2; IdeaTab S6000-H Build/JDQ39) AppleWebKit/537.36 (KHTML like Gecko) Chrome/40.0.2214.109 Safari/537.36,,,sr
438d8d86-be6f-454f-a1af-5b355bd026cd,2239,14:19.4,,11.109934,11.822662,77.0674,0.82978725,0.102384225,,10.781889,82.26601,6.9521046,0.48085105,0.7124236,,44.73116,49.261086,6.007756,0.30638298,0.42660096,,11.587884,79.802956,8.609162,0.48510638,0.69109356,,71.64763,13.30049,15.051881,0.21702127,0.11518224,,12.565769,12.315277,75.11896,0.81276596,0.10665026,,13.42417,77.832504,8.74332,0.47659576,0.6740296,,9.833343,11.822662,78.34399,0.8425532,0.102384225,,12.87916,10.837433,76.28341,0.81702125,0.09385219,,11.960999,11.822662,76.21633,0.8212766,0.102384225,,Constantly - Stalno,Very negative - Veoma negativna,Whole world - Ceo svet,Forever - Zauvek,,,,,,,,,Male - Muško,LEBANE,interviewed in the community,Roma - Rom/Romkinja,30-39,High school - Srednja škola,Roma - Rom/Romkinja,Roma - Rom/Romkinja,Employed - Zaposlen/a,da  romima ograniceno kretanje i da mogu samo da posmatraju stvari sa ogradjenog mesta boravka i da su gradjani drugog redda koji nebi smeli da budu u blizini neromskog stanovnistva kao da su romi zivotinje i da su opasni po okolinu kao da sire neku vrstu zaraznih bolesti a oni su samo veseo narod zeljan slobode i kretanja.,that Roma were limited movement and that can only see things with a fenced residence and that the citizens of other REDD that you should not be in the vicinity of the non-Roma population as they are Roma and animals that are dangerous to the environment as to sire some kind of communicable diseases and those are just glad people anxious and freedom of movement.,romi u getu,Roma ghetto,,Discrimination - Diskriminacija,,roma,SenseMaker Collector HTML,,,sr
efe1809b-a6c9-48c7-b345-dabdc99f0a81,2240,05:25.5,,49.237343,48.029552,2.7331078,0.26747882,0.41593593,,4.539172,50.985218,44.475605,0.6996822,0.44153202,,1.6419433,50,48.358055,0.7335805,0.433,,,,,,,1,4.81491,95.03603,0.14905627,0.47510594,0.8254729,,,,,,,1,0.64211434,3.6945806,95.66331,0.97510594,0.03199508,,2.7753735,51.970448,45.25418,0.71239406,0.45006406,,95.58659,0.24630737,4.167101,0.042902544,0.002132995,,,,,,,1,Very rare - Veoma retko,Very positive - Veoma pozitivna,My country - Moja zemlja,For a long time - Dugo,,,,,,,,,Male - Muško,LEBANE,Approached for a service,Roma - Rom/Romkinja,40-49,Elementaty school - Osnovna škole,Roma - Rom/Romkinja,Roma - Rom/Romkinja,Unemployed - Nezaposlen/a,Fotografija koju sam odabrao predstavlja ucenike koje su romske i neromske nacionalnosti koji zajedno rade zadatak na tabli to dokazuje da ovakvih primera treba biti više u cilju inkluzije romske dece u obrazovanju i društvu jer je veliki korak napred tom našem cilju jedan od ovakvih primera gde se nepravi razlika ovih učenika prikazanih na slici koji saradjuju  i međusobno komuniciraju prilikom rešavanju određenog zadatka na tabli gde jedan učenik neromske nacionalnosti pomaže drugom učeniku romske nacionalnosti u rešavanju zadataka na tabli.,Photo I have chosen represents students who are Roma and non-Roma who work together on a task board to prove that such a case should be more for the inclusion of Roma children in education and society as a major step forward that our goal of one such case where the wrong the difference of the students shown in Figure who cooperate and communicate with each other when solving specific task on the board where one student helps other non-Roma Roma students in solving problems on the blackboard.,Inkluzija romske dece u obrazovanju i društvu,Inclusion of Roma children in education and society,17,Education issues,,roma,SenseMaker Collector HTML,,,sr
1b2f3178-95c9-4aa4-a088-395d7dfecef9,2241,29:02.5,29:01.7,0.22363771,3.6945806,96.08179,0.97929066,0.03199508,,30.443733,69.21182,0.3444458,0.34950355,0.59937435,,,,,,,1,1.5515845,62.315266,36.13315,0.67290777,0.53965026,,95.25142,1.7241365,3.0244427,0.038865108,0.014931017,,1.7716858,27.832512,70.395805,0.8431206,0.24102958,,52.165787,47.04434,0.789873,0.24312043,0.40740395,,74.49258,25.36946,0.13796386,0.12822694,0.21969952,,0.18905762,94.82758,4.9833546,0.5239715,0.82120687,,2.375404,18.965515,78.65907,0.8814184,0.16424139,,It is common - Uobičajeno je,Very negative - Veoma negativna,Whole world - Ceo svet,For a long time - Dugo,1,,1,,,,1,,Male - Muško,PROKUPLJE,interviewed in the community,Other non-Roma - Drugo,40-49,Faculty - Fakultet,Other non-Roma - Drugo,Other non-Roma - Drugo,Employed - Zaposlen/a,Jos jedan dogadjaj iz mog bogatog iskustva prosvetitelja u ovoj nasoj namucenoj Srbiji koja je na mah izgubila lice.-Skola deca zvonograja.Uglavnom smeh.Pitaju vas svastatraze svasta.Igramo se i volimouglavnom.Engleski nam trebasrecemo ga svudapa se uglavnom ne branimo kao od matematikefizikeistorije i slicno.Pogledam dve devojcice i najezim se.Vaske.Pune lepe glavice .plave kosiceali prestravljene ocijer primetila sam...Pitam Ljiljanu gde joj je mama.Kaze  u plastenik po celi danradi da nosi na pijac. Pozvala sam obliznji dom zdravlja da dodje da praskira decu.Dosli su brzo i kao po nekoj naredbi otisli pravo kod romske dece.Kazemneneovamo doktorka .Kod ove dve devojcice iz prve klupeidu mi vaske po dnevniku.Cekajte prvo ovde Ali ne tu ne trebasamo ovdekazem javec besnojer predrasuda radi svoje.Idu prvo kod romske dece koja u starom i cistom mirisu na oprano i cisto.I naravno konflikt neizbezan-svadja izmedju mene i ekipe doma zdravlja.Bolelo me.Jer nisu hteli da se slucajno otkrije da je problem u nasoj srpskoj deci.Lakse je kod roma!!!zasto??,Another event from my extensive experience educator in this our tormented Serbia which is at once lost lice.-School zvonograja.Uglavnom smeh.Pitaju you svastatraze svasta.Igramo and volimouglavnom.Engleski us trebasrecemo by svudapa generally do not defend as of matematikefizikeistorije and slicno.Pogledam two girls and najezim se.Vaske.Pune beautiful head .plave kosiceali terrified ocijer I noticed ... I wonder Ljiljana where her mama.Kaze in the greenhouse throughout danradi to wear to the market. I called a nearby health center to come to praskira decu.Dosli as quickly and as per an order went straight to Roma dece.Kazemneneovamo doctor .For these two girls first klupeidu me lice per dnevniku.Cekajte first here Does not that you do not need ovdekazem javec besnojer prejudice works svoje.Idu first with Roma children in the old and the clean smell of the washed and cisto.I course inevitable conflict-quarrel between me and the team at home zdravlja.Bolelo me.Jer did not want to accidentally discover that the problem is in our Serbian deci.Lakse is at roma !!! why ??,Ko je prljav?,When the dirty?,,Discrimination - Diskriminacija,,roma,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0,,,sr
66053d87-7718-44b3-a503-b18eaf277e66,2242,29:18.3,29:17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roma,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0,,,sr
a1cc817f-c5df-4450-aa1b-f0d4c8298f8c,2243,22:25.8,,15.562373,14.532021,69.9056,0.7717161,0.12584728,,11.784307,74.63053,13.585156,0.50900424,0.6463005,,,,,,,1,68.568146,16.995071,14.436786,0.22934322,0.14717732,,11.8865795,12.561578,75.551834,0.8183263,0.10878326,,14.080371,75.12315,10.796474,0.4835805,0.6505665,,16.82939,72.167496,11.00312,0.47086865,0.6249705,,70.60747,12.068962,17.32357,0.23358051,0.10451722,,16.163528,15.024635,68.81184,0.7632415,0.13011332,,15.572819,20.443352,63.983833,0.74205506,0.17703941,,Sometimes - Ponekad,Neutral - Neutralna,Whole world - Ceo svet,For a long time - Dugo,,,,1,,,,,Male - Muško,BELA PALANKA,Approached for a service,Roma - Rom/Romkinja,40-49,High school - Srednja škola,Roma - Rom/Romkinja,Roma - Rom/Romkinja,Employed - Zaposlen/a,ove me podseća na stare naše romkinje koje prodaju polovne stvari po kućanazavesestolnjake i gledaju u šolju.Stalno se pojavljuju u mom naseljuneznam odakle suverovatno dolaze iz kolektivnog smeštaja za lica raseljena sa kosova.Nepoznajem ihmnogo su dosadne.,This reminds me of our old Roma women who sell used items at kućanazavesestolnjake and looking at šolju.Stalno appear in my naseljuneznam where suverovatno come from refugee camp for refugees from kosova.Nepoznajem ihmnogo are boring.,porodaja po kućama,birth at home,,How others see - Kako Romi misle da ih drugi vide,,roma,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/39.0.2171.99 Safari/537.36,,,sr
b14964fe-53bd-4560-af92-dfec3cfeae1b,2244,45:24.0,,15.616651,65.270935,19.112413,0.5174788,0.5652463,,14.228575,79.06404,6.707383,0.46239406,0.6846946,,26.343462,20.93596,52.72058,0.6318856,0.1813054,,11.085049,78.57143,10.343526,0.49629238,0.68042856,,74.283264,14.039406,11.677329,0.18697034,0.121581286,,17.365837,16.00985,66.624306,0.74629235,0.13864529,,28.462103,20.93596,50.60194,0.6106992,0.1813054,,20.273493,22.906403,56.820107,0.68273306,0.19836946,,53.353565,19.45813,27.188307,0.36917374,0.16850738,,27.042719,16.995071,55.96221,0.6445975,0.14717732,,It is common - Uobičajeno je,Neutral - Neutralna,No one in particular - Niko specijalno,For a while - Neko vreme,1,,,,,,,,Male - Muško,KRUSEVAC,interviewed in the community,Serb - Srbin,13-18,High school - Srednja škola,Serb - Srbin,Serb - Srbin,Unemployed - Nezaposlen/a,Ljudi sa invaliditetom nisu sposobni da sami zaradjuju za zivot. Neki od njih sviraju po ulicamaneki sviraju violinuneki gitarua neki prose. Tim ljudima bi se trebalo pomoci novcanojer neki od njih ne mogu i nisu u mogucnosti sami da zive.,People with disabilities are not able to earn their own livings. Some of them play the ulicamaneki playing guitar violinuneki some prose. These people should help novcanojer some of them can not and are not able to live alone.,Tezak zivot  romskih porodica,The hard life of Roma families,11,Employment or unemployment issues -Teme o zaposljavanju I nezaposlenosti,,roma,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/34.0.1847.116 Safari/537.36,,,sr
f44ccd8f-f1dd-4973-b7e5-b877cf5c957b,2245,38:45.6,,10.890921,8.620689,80.48838,0.8479873,0.07465518,,2.4643605,95.812805,1.7228369,0.49629238,0.8297389,,18.334358,44.581284,37.08436,0.59375,0.3860739,,0.67133725,0.24630737,99.08235,0.99205506,0.002132995,,82.77663,4.679802,12.543574,0.14883475,0.040527113,,8.486314,6.650245,84.863434,0.8818856,0.05759112,,96.611465,0.7389221,2.6496065,0.030190678,0.006399037,,85.14157,4.187187,10.671236,0.12764831,0.03626107,,6.3827424,93.360535,0.25672194,0.46663135,0.8126749,,0.32223117,95.68477,3.9930012,0.5217161,0.83400494,,Constantly - Stalno,Very negative - Veoma negativna,Whole world - Ceo svet,Forever - Zauvek,1,,,,,,,,Female - Žensko,LEBANE,interviewed in the community,Roma - Rom/Romkinja,40-49,No primary school - Bez osnovne škole,Roma - Rom/Romkinja,Roma - Rom/Romkinja,Unemployed - Nezaposlen/a,Postila me je da kada idem kod lekara cami uvek kazu da smo mi romi sumulanti i da se pretvaramo da nas nesto boli,POST me is that when I go to the doctor cami always say that we are Roma sumulanti pretend that we are in pain,diskriminacija,discrimination,17,Health issues - Pitanja zdravstva,,roma,SenseMaker Collector HTML,,,sr
a74e1a23-e114-4ca1-afc1-ff9277815a38,2246,53:54.1,53:53.3,10.216694,10.098526,79.684784,0.8473404,0.08745321,,46.413116,44.08867,9.4982195,0.31542554,0.38180786,,11.478619,79.06404,9.457338,0.48989362,0.6846946,,10.149618,11.083748,78.76663,0.8430851,0.09598524,,,,,,,1,13.359976,79.55664,7.083384,0.46861702,0.68896055,,,,,,,1,12.396763,78.07882,9.524419,0.4856383,0.67616254,,11.165242,80.54186,8.292898,0.4856383,0.69749254,,11.23232,79.55664,9.2110405,0.48989362,0.68896055,,Constantly - Stalno,Negative - Negativna,My country - Moja zemlja,For a long time - Dugo,1,,,,,,1,,Male - Muško,KRAGUJEVAC,interviewed in the community,Serb - Srbin,20-29,Elementaty school - Osnovna škole,Serb - Srbin,Serb - Srbin,Unemployed - Nezaposlen/a,Ova slika me podaseca na dane kada sam ja bila ucenica osnovne skole.Podseca me na decu koja nisu imali sdada obucu i obuju koja su zbog svojih kucnih problema.Kod kuce nisu imali na sta da jedu a kamoli sta da nose.Mada mi je blo drago da su bili slozni mecu sobom i koji su na kraju uspeli da izacu na vrh sbvojom drobrom voljom.I danas kad su odrasli oni su za parce hleba uspeli da nacu posten posao i vredno rade.Ima i onih koji su nastavili kao i kada su bili kod svojih roditelja...,"This picture podaseca me on days when I was a student of basic skole.Podseca me to the children who did not have sdada shoes and put on their shoes, which are due to their pets problema.Kod house did not have to have to eat much less what to nose.Mada me it was pleased to have been unanimous among themselves and who in the end managed to come out on top sbvojom drobrom voljom.I today when they grew up they were for a piece of bread managed to nacu honest work and worth rade.Ima and those who continued and when were with their parents ...",DECA KOJA SU USPELA.,Children who managed.,9,Education issues,,roma,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/40.0.2214.115 Safari/537.36,,,sr
b78ac5d9-efeb-4f70-9ef7-43ed450127a7,2247,41:37.2,,18.952208,14.532021,66.51577,0.7378178,0.12584728,,17.445152,20.93596,61.618893,0.72086865,0.1813054,,76.1556,14.532021,9.31238,0.1657839,0.12584728,,15.670921,16.00985,68.31923,0.7632415,0.13864529,,66.9421,16.00985,17.048042,0.25052965,0.13864529,,12.759094,66.748764,20.492142,0.53866524,0.57804435,,65.178314,16.995071,17.826616,0.26324153,0.14717732,,70.194176,17.980293,11.825533,0.20815678,0.15570936,,19.208956,19.950745,60.8403,0.70815676,0.17277342,,11.17272,68.2266,20.600677,0.5471398,0.59084237,,It is common - Uobičajeno je,Negative - Negativna,Leaders of my country - Vođe moje zajednice,For a long time - Dugo,1,,,,,,,,Male - Muško,KRUŠEVAC,interviewed in the community,Serb - Srbin,Above 50,High school - Srednja škola,Serb - Srbin,Serb - Srbin,Unemployed - Nezaposlen/a,Deca su iza ograde i jedino sto osecaju je glad. Pokusavaju da se docepaju hraneali im ograda ne dozvoljava.,Children are behind the fence and the only thing I feel is hunger. They are trying to get hold of them hraneali fence does not allow.,Glad,Glad,11,Discrimination - Diskriminacija,,roma,SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 4.2.2; IdeaTab S6000-H Build/JDQ39) AppleWebKit/537.36 (KHTML like Gecko) Chrome/35.0.1916.141 Safari/537.36,,,sr
29282936-0380-4441-8541-e84378e09bc3,2248,35:04.0,,13.867466,14.532021,71.60052,0.78866524,0.12584728,,5.369931,81.52709,13.102979,0.53866524,0.7060246,,48.67167,7.6354675,43.69286,0.47510594,0.06612316,,13.690044,14.039406,72.27055,0.7929025,0.121581286,,75.80076,13.546799,10.652446,0.17425847,0.11731529,,0.09245081,47.449047,52.4585,0.7632415,0.41166994,,15.184572,80.54187,4.273557,0.4454449,0.6974926,,71.91831,14.532021,13.549667,0.20815678,0.12584728,,47.75533,8.620689,43.623974,0.4793432,0.07465518,,11.794744,80.54187,7.6633863,0.4793432,0.6974926,,Constantly - Stalno,Positive - Pozitivna,Whole world - Ceo svet,For a long time - Dugo,,,,,,1,1,,Male - Muško,KRAGUJEVAC,interviewed in the community,Roma - Rom/Romkinja,Above 50,Elementaty school - Osnovna škole,Roma - Rom/Romkinja,Roma - Rom/Romkinja,Employed - Zaposlen/a,Slika me podseca na romsku decu koja se opismenjavaju. Nekad ovo nije bilo. Sad imamo veca prava kao Romi. Nasa deca sada vise mogu da se obrazuju priznati smo kao nacija. Za buducnost imamo bolje uslove.,"Picture reminds me of Roma children to teach literacy. Sometimes this was not. We now have more rights as Roma. Our children are now more able to be educated to recognize we are as a nation. For the future, we have better conditions.",Obrazovanje za romsku decu,Obrazovanje of the Roma decu,9,Education issues,,roma,SenseMaker New WebCollector; Mozilla/5.0 (Linux; Android 4.2.2; IdeaTab S6000-H Build/JDQ39) AppleWebKit/537.36 (KHTML like Gecko) Chrome/33.0.1750.136 Safari/537.36,,,sr
089e3c55-643f-4694-b5e0-9fc314ee4e81,2249,55:38.2,,10.9154005,81.034485,8.050117,0.4856736,0.7017586,,66.384415,19.45813,14.157459,0.23886524,0.16850738,,13.691836,74.63053,11.677628,0.48992893,0.6463005,,12.079834,79.55665,8.363516,0.48141843,0.6889606,,69.385155,16.009848,14.604989,0.22609915,0.13864529,,12.139578,13.054185,74.806244,0.81333333,0.113049254,,70.7739,17.487686,11.738413,0.20482256,0.15144336,,14.117358,74.63053,11.252105,0.48567376,0.6463005,,12.773689,75.61576,11.610544,0.49418426,0.6548325,,13.087066,74.13793,12.775005,0.4984397,0.6420345,,Very rare - Veoma retko,Negative - Negativna,My country - Moja zemlja,Forever - Zauvek,,,,,,,,,Male - Muško,ODŽACI,Approached for a service,Roma - Rom/Romkinja,40-49,No primary school - Bez osnovne škole,Roma - Rom/Romkinja,Roma - Rom/Romkinja,Unemployed - Nezaposlen/a,Školovanje je najveće bogatsvo koje čovek može da imapa tako i jedan od prioriteta naše kancelarije je školovanje.Veliki broj srednjoškolaca u našoj opštini završi srednju školu pa tako i važimo za jednu od naj školovanijih opština u Srbiji što se tiče romske populacije.Na žalost još uvek postoji otpor roditelja prema obrazovanjutako da sam obavio telefonski razgovorom sa upravnikom doma za učenike u Apatinu.Upravnik mi je rekao za jednog učenika koji je iz moje opštine  a romske nacionalnosti da njegov otac želi da ispiše iz škole svog sina koji je vrlodobar učenik.Odmah sam nazvao roditelje tog učenika naišao sam na jako veliki otpor gde mi je njegov otac rekao da njemu nije potrebno da se on školuje jel nema posla i da je bolje da se bavi sakupljanjem sekundarnih sirovina.Razgovor se veoma brzo završionakon dva dana ponovo sam nazvao roditelje javio se dečak koga je roditelj ispisao na moje pitanje dali je to želeo on je samo čutao osetio sam da nešto nije uredu.Razgovor sam obavio ponovo sa upravnikom škole i upitao dali je dečak imao problema i dali je bio prihvaćen od strane drugih učenikaupravnik je rekao da je bio jako dobar učenik i jedan od omiljenih dečaka među njegovom genaracijopm.Naime istina je izašla na videlo kad smo nastavili razgovor i kada je upravnik obrazložio zašto je ustvari on ispisanotac tog dečaka je došao i bukvalno odvukao dečaka iz škole dok je dečko plakao kao i ostali učenici.Svast kod starijih Roma dakle još nije probuđena o značaju školovanja.,"Education is the greatest wealth that a man could IMAP and one of the priorities of our office is školovanje.Veliki number of high school students in our community complete secondary school and so važimo for one of the školovanijih municipalities in Serbia as far as the Roma populacije.Na unfortunately still there is resistance to the parents obrazovanjutako that I made a phone conversation with the warden for students in Apatinu.Upravnik told me to one student who was from my municipality and Roma that his father wants to drop out of his son who is vrlodobar učenik.Odmah I called the parents of this student, I came across a very large resistance where we his father said that he did not need to be educated on right does not work and that it is better to deal with the collection of secondary sirovina.Razgovor rapidly završionakon two days back I called the parents reported the boy who is a parent wrote to my question whether he wished he had remained silent I felt that something was uredu.Razgovor I did again with the director of school and asked whether the boy had a problem and whether it was accepted by other učenikaupravnik said was a very good student and a favorite of boys among his genaracijopm.Naime truth came to light when we continue the conversation and when the manager explained why he creates ispisanotac the boy came and literally dragged the boy out of school while the boy cried and other učenici.Svast in older Roma therefore has not yet awakened about the importance of education.",Sradnjoškolac,Sradnjoškolac,,Education issues,,roma,SenseMaker Collector HTML,,,sr
