FragmentID, NarrID, EntryDate, ServerEntryDate,T0 Example triad-Milk,T0 Example triad-Tea/Coffee,T0 Example triad-Sugar,T0 Example triad-X,T0 Example triad-Y,T0 Example triad-Не относится,T1 People were-resourceful/persistent,T1 People were-future-focused,T1 People were-resilient/adaptable,T1 People were-X,T1 People were-Y,T1 People were-Не относится,T2 People affected by-beliefs/traditional values,T2 People affected by-information,T2 People affected by-actions/events,T2 People affected by-X,T2 People affected by-Y,T2 People affected by-Не относится,T3 What made things happen-government/institutions,T3 What made things happen-communities/your networks,T3 What made things happen-specific individuals,T3 What made things happen-X,T3 What made things happen-Y,T3 What made things happen-Не относится,T4 Lesson applies to-past,T4 Lesson applies to-present,T4 Lesson applies to-future,T4 Lesson applies to-X,T4 Lesson applies to-Y,T4 Lesson applies to-Не относится,T5 What people pursued-food security,T5 What people pursued-personal/property security,T5 What people pursued-community/family security,T5 What people pursued-X,T5 What people pursued-Y,T5 What people pursued-Не относится,T6 What shaped events-trust,T6 What shaped events-understanding,T6 What shaped events-personal efforts,T6 What shaped events-X,T6 What shaped events-Y,T6 What shaped events-Не относится,T7 What people value-ability to afford things,T7 What people value-ability to affect decisions,T7 What people value-ability to make choices,T7 What people value-X,T7 What people value-Y,T7 What people value-Не относится,T8 Government was-stable,T8 Government was-fair/unbiased,T8 Government was-accessible,T8 Government was-X,T8 Government was-Y,T8 Government was-Не относится,T9 People had-a sense of belonging,T9 People had-choices,T9 People had-confidence,T9 People had-X,T9 People had-Y,T9 People had-Не относится,D1 People did-what they were born to do,D1 People did-brought up to do,D1 People did-X,D1 People did-Не относится,Q1 Feeling about example,Q2 How common,Q3 Who should hear_everyone,Q3 Who should hear_NGOs,Q3 Who should hear_my friends and family,Q3 Who should hear_international community,Q3 Who should hear_my government,Q3 Who should hear_no one special,Q4 Who influenced_tv/radio,Q4 Who influenced_religious leaders,Q4 Who influenced_local government,Q4 Who influenced_manager/boss,Q4 Who influenced_celebrities,Q4 Who influenced_newspapers/magazines,Q4 Who influenced_teachers,Q4 Who influenced_doctors/nurses,Q4 Who influenced_police,Q4 Who influenced_politicians,Q4 Who influenced_no one special,Q4 Who influenced_peers and friends,Q4 Who influenced_parents,Q4 Who influenced_facebook/social computing,Q4 Who influenced_diaspora/community leaders,Q4 Who influenced_CSOs,Q4 Who influenced_opposition groups,Q4 Who influenced_central government,Q4 Who influenced_military,Q4 Who influenced_grandparents,Q4 Who influenced_other,Q4 Who influenced: Other,Q5 Story involves_security,Q5 Story involves_education,Q5 Story involves_politics,Q5 Story involves_violence,Q5 Story involves_business/trade,Q5 Story involves_justice,Q5 Story involves_democracy,Q5 Story involves_human rights,Q5 Story involves_conflict,Q5 Story involves_relations with other countries,Q5 Story involves_cooperation,Q5 Story involves_other,Q5 Story involves: Other,Q6 Who impacted experience_ambitions for the future,Q6 Who impacted experience_recreation/leisure activities,Q6 Who impacted experience_calls for change,Q6 Who impacted experience_freedom of movement,Q6 Who impacted experience_utilities,Q6 Who impacted experience_respect/tolerance,Q6 Who impacted experience_trust,Q6 Who impacted experience_freedom of speech,Q6 Who impacted experience_employment opportunities,Q6 Who impacted experience_other,Q6 WhoImpacted: Other,DQ1 Age,DQ2 Gender,DQ3 Education,DQ4 Travel abroad for_business,DQ4 Travel abroad for_studies/exchange programmes,DQ4 Travel abroad for_sport,DQ4 Travel abroad for_never travelled,DQ4 Travel abroad for_tourism,DQ4 Travel abroad for_visiting relatives/friends,DQ4 Travel abroad for_other,DQ4 TravelAbroadFor:Other,DQ5 Live,DQ6 Where do you live?,DQ6 Who lives with you,DQ7 Language,DQ7_other,DQ7 Daily expenses_wages/salary,DQ7 Daily expenses_pension and/or other types of social assistance,DQ7 Daily expenses_remittances,DQ7 Daily expenses_other (please specify),DQ7 Daily Expenditures,Your experience,StoryTitle,S1-Как я вижу события в своем примере-XRight,S1-Как я вижу события в своем примере-YTop,S1-Как моя семья видит события в моем примере-XRight,S1-Как моя семья видит события в моем примере-YTop,S1-Как посторонний видит мой пример-XRight,S1-Как посторонний видит мой пример-YTop,S1-Как правительство видит мой пример-XRight,S1-Как правительство видит мой пример-YTop,ProjectID,ApplicationName,Latitude,Longitude,Language
e5b31097-76af-4c98-97c4-da04dfaf8b43,49,52:29.5,23:32.6,34.681232,34.081635,31.237131,0.4827795,0.29514694,,11.604199,75.30612,13.089678,0.5074274,0.65215105,,11.253527,39.387756,49.35872,0.69052595,0.34109798,,11.990808,13.2653055,74.74389,0.8137654,0.114877544,,33.737,32.448975,33.814026,0.5003851,0.28100815,,13.79305,71.63265,14.5743,0.50390625,0.6203388,,39.62231,46.734695,13.642994,0.37010342,0.40472248,,14.126476,38.57143,47.30209,0.66587806,0.33402857,,,,,,,1,,,,,,1,0.29045457,0.70954543,0.70954543,,neutral,it's somewhat common,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,1,,1,,,,25-29,female,complete technical/vocational,,,,1,,,,,urban area,Chui,,Kyrgyz,,,,,,,Я вышла замуж и переехала жить в Токмок.У меня хороший мужно у меня происходят большие разногласия с моей свекровью.Я очень несчастлива.,Я против этого.,0.17887074,0.32345676,0.47205254,0.3506173,0.7629616,0.3358025,0.78568894,0.6296296,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
e64316aa-2e1e-4525-a2ec-de9b0aa3ebb9,50,42:40.9,13:44.8,33.124756,33.67347,33.20178,0.5003851,0.29161227,,13.79305,71.63265,14.5743,0.50390625,0.6203388,,42.2725,13.2653055,44.462196,0.5109485,0.114877544,,13.550165,41.83673,44.613106,0.6553147,0.36230612,,33.88503,32.85715,33.25782,0.496864,0.28454286,,13.718316,39.387756,46.89393,0.66587806,0.34109798,,13.774368,38.57143,47.654198,0.6693992,0.33402857,,13.386316,36.530613,50.083065,0.6834837,0.3163551,,,,,,,1,13.088825,71.63265,15.2785225,0.5109485,0.6203388,,0.4540909,0.5459091,0.5459091,,strongly negative,it's very common,1,,,,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,45-49,male,complete technical/vocational,,1,,,,,,,urban area,Chui,,Russian,,,,,,,Мы с моей семьей часто выезжаем в горы.Необыкновенная красотавеличественные горылес.Но увыэту красоту люди не ценят.После них остается много мусорабутылокмешочков с использованными памперсами.Очень жальчто это делается осознанно.Хочется кричатьЛюди остановитесьчто же мы оставим нашим потомкам.,Люди ценитечто создала природа!!!,0.19705255,0.34320986,0.4675071,0.34320986,0.6834162,0.34320986,0.851598,0.34320986,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
ea7bf41f-7a7b-49b5-b1e2-173346f04423,51,06:41.2,37:45.1,33.420815,34.4898,32.08939,0.49334288,0.29868165,,73.75856,13.67347,12.567975,0.1940471,0.11841222,,13.251221,12.857146,73.89163,0.80320203,0.11134288,,13.547291,13.67347,72.77924,0.79615974,0.11841222,,13.070135,38.57143,48.358437,0.6764415,0.33402857,,71.94194,14.489792,13.568263,0.2081316,0.12548162,,13.287157,14.897956,71.81488,0.79263866,0.12901634,,11.716301,73.67347,14.610227,0.5144696,0.63801223,,,,,,,1,33.532913,32.85715,33.609936,0.5003851,0.28454286,,0.425,0.575,0.575,,neutral,it's rare but happens occasionally,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,60 and over,female,complete technical/vocational,,,,,,1,,,urban area,Chui,,Russian,,,,,,,Когда мы-пенсионеры узнаем о повышении пенсиинам становится радостно.При этом нас огорчает когда мы узнаемчто нам добавили совсем чуть-чуть.Обидно точтопроработав 35летполучаешь не больше трех тысяч сомов.Это несправедливо.,Полностью дать разъяснение о начислении и добавках пенсии.,0.18114346,0.34074074,0.4834162,0.33827162,0.7606889,0.3308642,0.87205255,0.6666666,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
eb603b96-d80a-438f-83d9-9efa80af6a84,52,31:17.2,02:19.3,12.568558,74.081635,13.349808,0.50390625,0.64154696,,13.068708,74.48979,12.441502,0.496864,0.64508164,,10.991956,76.53061,12.477434,0.5074274,0.6627551,,75.835304,11.632652,12.532046,0.18348372,0.10073876,,13.364765,75.30612,11.329111,0.48982173,0.65215105,,11.844216,76.938774,11.21701,0.496864,0.66628975,,13.124754,73.67347,13.201775,0.5003851,0.63801223,,12.976724,73.265305,13.757974,0.50390625,0.6344775,,11.34407,76.53061,12.12532,0.50390625,0.6627551,,12.455017,11.632652,75.91232,0.81728655,0.10073876,,0.23227274,0.76772726,0.76772726,,strongly positive,it's a one-time occurrence,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,55-59,female,complete technical/vocational,,,,1,,,,,urban area,Chui,,Uzbek,,,,,,,Не так давно из СИЗО сбежали 9 преступников.Меня порадовало точто вся милиция поднялась и начала усердно искать преступников. Хочеться веритьчто порядок в Кыргызстане наступит и наша милиция будет надежно охранять наш кыргызский народ.,Милиция всегда на чеку.,0.18568893,0.7012346,0.44705257,0.65432096,0.6925071,0.65925926,0.8584162,0.67654324,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
edea191b-d6eb-450a-bb7f-e771cc9663f7,53,19:47.1,50:50.1,32.2725,33.265305,34.4622,0.5109485,0.28807753,,33.88503,32.85715,33.25782,0.496864,0.28454286,,33.440937,31.63265,34.926414,0.5074274,0.2739388,,11.138545,12.857146,76.00431,0.8243288,0.11134288,,11.082506,13.67347,75.244026,0.82080764,0.11841222,,9.526022,13.2653055,77.20867,0.8384133,0.114877544,,9.87814,13.2653055,76.85656,0.83489215,0.114877544,,31.80828,34.897957,33.29376,0.5074274,0.30221632,,78.30009,11.632652,10.067257,0.15883583,0.10073876,,13.905151,70,16.094849,0.5109485,0.6062,,0.4540909,0.5459091,0.5459091,,strongly negative,it's very common,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,30-34,female,incomplete technical/vocational,,,,1,,,,,urban area,Chui,,Dungan,,,,,,,В медицинском училище часто случаются конфликты между студентами разных национальностей.Учащиеся требуют друг от друга разговаривать на их родном языкедиктуя свои правила.Отсюда начинаются конфликты.Преподаватели пытаются бороться с этимустраивая классные часы для информирования студентов.Но все это не приносит положительных результатов.Драки и ссоры продолжаются.,Национализм.Давайте бороться с этим?!,0.18341619,0.3358025,0.46068892,0.3333333,0.69023436,0.32098764,0.8493253,0.31358027,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
f7dc7248-1a84-44ab-8f68-36d3f8b160c8,54,19:25.3,50:28.5,12.217886,38.16326,49.61885,0.68700486,0.33049387,,14.293196,72.04082,13.665989,0.496864,0.6238735,,74.57488,12.040817,13.3843,0.1940471,0.10427348,,13.751372,13.2653055,72.98332,0.79615974,0.114877544,,34.145164,31.63265,34.222187,0.5003851,0.2739388,,10.082216,12.857146,77.06063,0.83489215,0.11134288,,33.32884,33.265305,33.405857,0.5003851,0.28807753,,34.237137,32.85715,32.905712,0.49334288,0.28454286,,,,,,,1,15.0894,73.265305,11.645298,0.4827795,0.6344775,,0.4068182,0.5931818,0.5931818,,negative,it's rare but happens occasionally,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,30-34,female,complete secondary,,,,1,,,,,urban area,Chui,,Tatar,,,,,,,Моя дочь учится в университете.Мне трудно оплачивать ее контракт.Очень бы хотелосьчтобы цены на контрактные обучения снизились.Многодетным родителям приходиться сложно.,Бедность.,0.17887074,0.3333333,0.46296164,0.34320986,0.7629616,0.33827162,0.7993253,0.6493827,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
fb65c3ed-dfbe-4bf3-ac05-a9c67ae352b0,55,19:01.1,50:03.0,43.384888,12.448975,44.166138,0.50390625,0.10780815,,13.736998,72.44899,13.814018,0.5003851,0.62740815,,13.419374,10.408165,76.17246,0.8137654,0.090134695,,14.793335,72.44899,12.757681,0.48982173,0.62740815,,12.012365,74.48979,13.497845,0.5074274,0.64508164,,11.750789,11.632652,76.616554,0.8243288,0.10073876,,,,,,,1,,,,,,1,12.695031,13.2653055,74.039665,0.8067232,0.114877544,,11.658818,10.408165,77.93302,0.831371,0.090134695,,,,,1,negative,it's very common,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,бедность,,,1,,,,,,,,,17-19,female,university degree,,,,,,1,,,rural area,Naryn,,Kyrgyz,,,,,,,Я учусь в одном из колледжей города Токмок.Для меня большой проблемой является большое расстояние от моего дома до колледжа.Хотелось бычтобы открыли общежитие для учащихся колледжа.,Проблема отсутствия общежития.,0.17432529,0.3358025,0.47887075,0.34814817,0.77659804,0.30864197,0.77659804,0.64444447,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
fd93afeb-756d-44b6-bc51-6cae3f16d73c,56,21:30.1,52:33.5,33.47687,33.67347,32.849663,0.496864,0.29161227,,16.129929,68.36735,15.502723,0.496864,0.5920612,,12.30987,39.387756,48.30238,0.6799626,0.34109798,,10.1943035,11.224487,78.5812,0.84193444,0.09720409,,12.95516,12.040817,75.00402,0.81024426,0.10427348,,14.2371435,72.85714,12.905719,0.49334288,0.6309428,,13.419374,10.408165,76.17246,0.8137654,0.090134695,,2.3917859,12.040817,85.56739,0.91587806,0.10427348,,,,,,,1,31.660254,34.4898,33.84995,0.5109485,0.29868165,,0.41409093,0.58590907,0.58590907,,negative,it's rare but happens occasionally,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,30-34,male,complete technical/vocational,,,,,,1,,,urban area,Chui,,Russian,,,,,,,У меня большая радостьнедавно я купил машину о которой давно мечтал.Однако огорчает точто я взял кредит в банкеа проценты очень высокие.У нас в Кыргызстане самые высокие ставки кредитов.,Упорядочить кредитование.,0.16296165,0.345679,0.4493253,0.34320986,0.7584162,0.3111111,0.8697798,0.63456786,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
fb1cb558-1bc1-45f8-926b-2224737d06ae,57,37:26.2,37:19.6,11.686439,56.122444,32.191116,0.6025234,0.4860204,,11.785604,77.755104,10.459294,0.49336845,0.6733592,,44.66143,45.102043,10.236528,0.3278755,0.3905837,,41.48955,16.938774,41.57168,0.5004107,0.1466898,,9.389802,53.67347,36.936726,0.63773465,0.46481225,,,,,,,1,11.614577,52.040817,36.344604,0.62365013,0.45067346,,12.193767,76.938774,10.867458,0.49336845,0.66628975,,,,,,,1,72.34755,13.67347,13.978984,0.20815718,0.11841222,,,,,1,strongly negative,it's very common,1,1,1,,1,,,,,,,,1,,,1,,,,,,,,1,,,,,,1,1,,,1,1,,1,,,,,1,,1,,,1,1,1,1,,,20-24,female,some university (no degree),,,,,,1,,,urban area,Osh,,Uzbek,,,,,,,В данное время студенты ВУЗов проводят мероприятия по искоренению коррупции. Это меня радует. Коррупция снижает уровень образованности у людей. во время сессий есть случаи сбора взяток для преподавателей. Это меня беспокоит. Образованные студенты это огромный вклад в развитие КР. Как говорили наши бабушки Будущее в руках молодежи.,Студенты против коррупции,0.17431821,0.3111111,0.40840912,0.30123454,0.7515909,0.29876542,0.8993182,0.29876542,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,,,ru
9da39f5c-6b2c-4eb8-b826-13c3e4e9d4ef,58,38:45.5,38:33.0,7.508196,42.653065,49.83874,0.71165276,0.3693755,,32.864624,34.897957,32.237415,0.496864,0.30221632,,6.7982225,86.32653,6.8752437,0.5003851,0.74758774,,7.805704,7.551018,84.64328,0.88418794,0.06539184,,6.7493663,7.551018,85.699615,0.8947513,0.06539184,,,,,,,1,33.47687,33.67347,32.849663,0.496864,0.29161227,,6.7982225,86.32653,6.8752437,0.5003851,0.74758774,,7.4535856,7.551018,84.9954,0.8877091,0.06539184,,7.8617415,6.7346954,85.403564,0.8877091,0.05832244,,0.054090917,0.9459091,0.9459091,,positive,it's rare but happens occasionally,1,,,,1,,,,1,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,1,Бедность,1,,,,1,1,,,,,,60 and over,male,complete secondary,,,,,,,1,военная обязанность,rural area,Jalalabad,,Kyrgyz,,,,,,,В новой новостройке благодаря продовольственной программе при поддержке международных организаций построили новый арык длиной 80 м глубина и ширина 50*50.  Данный арык снабжает поливной водой 25 фермерских хозяйств (поля). Для простого народа это очень важно та как они постоянно нуждаются в поливной и чистой  питьевой воде.,Проведение питьевой воды в новые новостройки.,0.11977983,0.67407405,0.4334162,0.6518519,0.6470526,0.67654324,0.7743253,0.65432096,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.80 Safari/537.36,,,ru
0f0c5ba7-52f2-4e2b-b359-c6a58a441d6d,59,20:32.1,20:22.2,6.3900633,87.14285,6.4670854,0.5003851,0.75465715,,32.976723,33.265305,33.757973,0.50390625,0.28807753,,8.749925,9.183678,82.0664,0.86658233,0.07953063,,82.69358,9.183678,8.12273,0.1271457,0.07953063,,9.306122,8.775505,81.91837,0.8630612,0.0759959,,33.47687,33.67347,32.849663,0.496864,0.29161227,,33.68095,33.265305,33.053745,0.496864,0.28807753,,86.178795,7.1428604,6.6783504,0.1024978,0.061857164,,33.88503,32.85715,33.25782,0.496864,0.28454286,,45.46163,10.408165,44.130207,0.49334288,0.090134695,,0.43227273,0.56772727,0.56772727,,strongly positive,it's somewhat common,1,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,1,достижения,,,1,,1,,,,,,,45-49,male,complete technical/vocational,,,1,,,,,,rural area,Jalalabad,,Kyrgyz,,,,,,,У нас есть БСР-водохранилище которое не очищалось со времен Советского Союза. Для дехкан это было большой проблемой. Но 2-3 года назад благодаря проектам данное водохранилище очистили 24 человека и расширили. Сейчас из данного водохранилища получают питьевую воду 364 семей. В связи эти воды стало больше нет конфликтов среди местных жителей благодаря совместным усилиям с ОМСУ.,Расширение водохранилища,0.14477983,0.6814815,0.38568893,0.66419756,0.58341616,0.6320988,0.7606889,0.63703704,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.80 Safari/537.36,,,ru
9c177378-a340-4b0c-bdc5-1285fdc661c1,60,03:56.4,03:56.4,9.232831,40.612244,50.154922,0.70461047,0.35170203,,10.102334,10,79.89767,0.8489767,0.08660002,,6.594141,86.7347,6.671162,0.5003851,0.7511225,,7.2983646,86.7347,5.9669385,0.49334288,0.7511225,,8.805988,8.367348,82.82667,0.8701034,0.07246123,,7.6562233,43.061226,49.282547,0.7081316,0.37291023,,33.88503,32.85715,33.25782,0.496864,0.28454286,,7.150337,86.32653,6.52313,0.496864,0.74758774,,34.237137,32.85715,32.905712,0.49334288,0.28454286,,7.7496505,8.367348,83.883,0.8806668,0.07246123,,0.31954545,0.68045455,0.68045455,,strongly positive,it's rare but happens occasionally,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,1,,1,,1,,,,,,,60 and over,male,complete secondary,,,,,,,1,устраиваться на работу,rural area,Jalalabad,,Kyrgyz,,,,,,,Наша школа очень старая и находилась в аварийном состоянии. Когда наши дети уходили на учебу  мы очень волновались чтобы они вернулись благополучно со школы.В этом году строят новую школу на 250 учеников отвечающую всем стандартам. Это очень радостная новость для нас.,Обновление,0.17887074,0.7407408,0.40614346,0.6839506,0.551598,0.6987654,0.7743253,0.63703704,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.80 Safari/537.36,,,ru
f9a1916c-b1bb-4f59-9d33-a027e857e3a6,61,39:54.0,39:41.5,7.1560817,42.653065,50.19086,0.71517384,0.3693755,,33.124756,33.67347,33.20178,0.5003851,0.29161227,,,,,,,1,46.129932,8.367348,45.502724,0.496864,0.07246123,,8.916648,42.653065,48.430294,0.69756824,0.3693755,,8.712566,43.061226,48.22621,0.69756824,0.37291023,,83.45387,8.367348,8.178782,0.12362456,0.07246123,,45.92441,44.69387,9.381716,0.31728652,0.38704896,,33.624897,34.081635,32.29347,0.49334288,0.29514694,,9.250077,9.591835,81.15808,0.85954005,0.083065294,,0.4759091,0.5240909,0.5240909,,strongly positive,it's rare but happens occasionally,1,,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,45-49,male,complete secondary,,,,,,1,,,rural area,Jalalabad,,Kyrgyz,,,,,,,Осенью и зимой на нашей улице очень часто отключали электричество. Но благодаря нашему Правительству были установлены новые электро-столбы улицы стали освещенными. Мы выражаем свою благодарность Правительству так как решилась проблема с электричеством у 150 семей.,Электрическая безопасность,0.12887074,0.74814814,0.40841618,0.6469136,0.59477985,0.6123457,0.8197798,0.6518519,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.80 Safari/537.36,,,ru
e053cef4-19f1-4b8a-a2a5-0e36a73588cf,62,28:36.8,28:37.2,33.624897,34.081635,32.29347,0.49334288,0.29514694,,11.196035,76.12245,12.681514,0.5074274,0.6592204,,12.864621,74.897964,12.237414,0.496864,0.6486163,,75.835304,11.632652,12.532046,0.18348372,0.10073876,,11.34407,76.53061,12.12532,0.50390625,0.6627551,,13.124754,73.67347,13.201775,0.5003851,0.63801223,,78.004036,10.816322,11.179648,0.16587809,0.09366936,,11.956313,75.30612,12.737563,0.50390625,0.65215105,,78.208115,10.408165,11.383726,0.16587809,0.090134695,,10.8626,9.183678,79.95372,0.8454555,0.07953063,,,,,1,positive,it's rare but happens occasionally,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,40-44,male,complete secondary,,,,,,,1,миграция,rural area,Batken,,Kyrgyz,,,,,,,В селе безработица. Вся эта ситуация очень усложняет нашу жизнь. Помимо этого у нас часто случаются конфликты с таджикской стороной из за воды земельных ресурсов. Правительству нет никакого дела до наших проблем. Из за того что мы живем на приграничной территории мы ощущаем себя никому не нужными.,Тяготы жизни на приграничных территориях,0.18114346,0.33827162,0.47205254,0.35555553,0.7697798,0.34074074,0.87205255,0.3530864,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
ef59a197-e016-4f44-bae8-1e2b9a3caf97,63,18:42.5,18:42.7,33.624897,34.081635,32.29347,0.49334288,0.29514694,,34.385174,33.265305,32.34952,0.48982173,0.28807753,,12.6591,11.224487,76.11641,0.81728655,0.09720409,,11.694751,12.448975,75.85628,0.82080764,0.10780815,,33.532913,32.85715,33.609936,0.5003851,0.28454286,,33.32884,33.265305,33.405857,0.5003851,0.28807753,,,,,,,1,8.951138,80.61225,10.436616,0.5074274,0.698102,,,,,,,1,13.807426,12.448975,73.7436,0.7996809,0.10780815,,0.7340909,0.2659091,0.2659091,,strongly negative,it's rare but happens occasionally,1,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,,,,,1,,1,1,,1,бедность,,,1,1,1,,1,,,,,45-49,male,complete technical/vocational,,,,,,,1,миграция,rural area,Batken,,Kyrgyz,,,,,,,В мае месяце мой скот забрел на таджикскую сторону. Так они и пропали я не смог ничего сделать. Так я потерял скот на сумму 30-40 тыс.  Таких случаев очень много. Но мы без сильны. До каких пор мы будем зависеть от таджиков? Мы уже устали от их угнетения.,Давление со стороны Таджиков продолжается. Куда смотрит Правительство?,0.1584162,0.34074074,0.4493253,0.32592595,0.70614344,0.3506173,0.8606889,0.3703704,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
f1455502-3c6e-4918-add7-8ba344afc938,64,48:21.7,48:23.6,9.008625,43.877556,47.11382,0.69052595,0.3799796,,74.46278,13.67347,11.863749,0.18700483,0.11841222,,11.34407,76.53061,12.12532,0.50390625,0.6627551,,12.45646,75.71429,11.829253,0.496864,0.6556857,,12.6605425,75.30612,12.033335,0.496864,0.65215105,,11.993676,41.428574,46.577747,0.67292035,0.35877144,,11.492102,76.938774,11.569123,0.5003851,0.66628975,,12.45646,75.71429,11.829253,0.496864,0.6556857,,11.398669,11.632652,76.96867,0.8278499,0.10073876,,73.20236,14.0816345,12.716005,0.19756822,0.121946946,,,,,1,positive,it's rare but happens occasionally,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,50-54,male,complete secondary,,,,1,,,,,rural area,Batken,,Kyrgyz,,,,,,,Мы живем на приграничной территории с Таджикистаном. Каждый раз мой внук боится идти в школу. Слава богу нас спасает наша милиция. Каждый раз они охраняют наших детей по дороге в школу. Жить нак приграничной территории очень небезопасно. Большая благодарность и признательность нашей милиции за их службу!.,Моя милиция меня бережет!,0.19023438,0.71111107,0.4584162,0.6493827,0.7697798,0.6296296,0.8947798,0.63950616,foikyrg2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.111 Safari/537.36,,,ru
