FragmentID,NarrID,EntryDate,ServerEntryDate,ExampleTriad1-Sugar,ExampleTriad1-Milk,ExampleTriad1-Tea/Coffee,ExampleTriad1-X,ExampleTriad1-Y,ExampleTriad1-N/A,T2 Decisions based on:-personal judgement/experience,T2 Decisions based on:-information/advice/experience of others,T2 Decisions based on:-resources/income,T2 Decisions based on:-X,T2 Decisions based on:-Y,T2 Decisions based on:-N/A,T1 What prevented things:-lack of opportunities,T1 What prevented things:-lack of relevant skills,T1 What prevented things:-lack of resources,T1 What prevented things:-X,T1 What prevented things:-Y,T1 What prevented things:-N/A,T3 What people pursued:-survival,T3 What people pursued:-power/status,T3 What people pursued:-wealth,T3 What people pursued:-X,T3 What people pursued:-Y,T3 What people pursued:-N/A,T4 Why people took action:-they went with the flow,T4 Why people took action:-they made up their own minds,T4 Why people took action:-they followed other's orders,T4 Why people took action:-X,T4 Why people took action:-Y,T4 Why people took action:-N/A,T5 What underlined approach:-practical issues,T5 What underlined approach:-moral obligations/social norms,T5 What underlined approach:-legality/legislation,T5 What underlined approach:-X,T5 What underlined approach:-Y,T5 What underlined approach:-N/A,T6 Attitude of people was:-some people are worth more than others,T6 Attitude of people was:-everyone should be treated the same,T6 Attitude of people was:-diversity is good,T6 Attitude of people was:-X,T6 Attitude of people was:-Y,T6 Attitude of people was:-N/A,T7 Lesson applies to:-past,T7 Lesson applies to:-present,T7 Lesson applies to:-future,T7 Lesson applies to:-X,T7 Lesson applies to:-Y,T7 Lesson applies to:-N/A,T8 Attitudes revealed were:-keeping tradition,T8 Attitudes revealed were:-wanting things to change,T8 Attitudes revealed were:-just trying to survive,T8 Attitudes revealed were:-X,T8 Attitudes revealed were:-Y,T8 Attitudes revealed were:-N/A,T9 People had:-a sense of belonging,T9 People had:-choices,T9 People had:-confidence,T9 People had:-X,T9 People had:-Y,T9 People had:-N/A,D1 Attitudes revealed were:-wanting change,D1 Attitudes revealed were:-keeping tradition,D1 Attitudes revealed were:-X,D1 Attitudes revealed were:-N/A,Q1 Feeling about example:,Q2 How common:,Q3 Who should hear:_everyone,Q3 Who should hear:_NGOs,Q3 Who should hear:_my friends and family,Q3 Who should hear:_international community,Q3 Who should hear:_my government,Q3 Who should hear:_no one special,Q4 Who influenced:_family and/or friends,Q4 Who influenced:_tv/radio,Q4 Who influenced:_religious leaders,Q4 Who influenced:_celebrities,Q4 Who influenced:_manager/boss,Q4 Who influenced:_teachers,Q4 Who influenced:_newspapers/magazines,Q4 Who influenced:_police,Q4 Who influenced:_doctors/nurses,Q4 Who influenced:_diaspora/community leader,Q4 Who influenced:_politicians,Q4 Who influenced:_different levels of government,Q4 Who influenced:_facebook/social computing,Q4 Who influenced:_CSOs,Q4 Who influenced:_other,Q4 Who influenced: Other,Q5 Story involves:_politics,Q5 Story involves:_trust,Q5 Story involves:_business/trade,Q5 Story involves:_environment,Q5 Story involves:_corruption,Q5 Story involves:_justice,Q5 Story involves:_poverty,Q5 Story involves:_international relations,Q5 Story involves:_respect/tolerance,Q5 Story involves:_human rights,Q5 Story involves:_education,Q5 Story involves:_violence,Q5 Story involves:_other,Q5 Story involves: Other,Q6 Who impacted experience:_ambitions for the future,Q6 Who impacted experience:_disability,Q6 Who impacted experience:_recreation/leisure activities,Q6 Who impacted experience:_work/employment,Q6 Who impacted experience:_calls for change,Q6 Who impacted experience:_freedom of movement,Q6 Who impacted experience:_utilities,Q6 Who impacted experience:_personal security,Q6 Who impacted experience:_failure,Q6 Who impacted experience:_other,Q6 WhoImpacted: Other,DQ1 Age,DQ2 Gender:,DQ3 Employment status:,DQ3 Employment status: Other,DQ4 Education:,DQ5 Live:,DQ6 Marital status,DQ6 Marital status: Other,DQ7 Which group identify with:_internally displaced persons (IDPs),DQ7 Which group identify with:_refugee,DQ7 Which group identify with:_resident/host,DQ7 Which group identify with:_marginalised,DQ7 Which group identify with:_other,DQ7 Which group identify with: Other,DQ8 Household income:,Your experience,StoryTitle,ProjectID,ApplicationName,Latitude,Longitude,Language
6b49ee01-75d3-4dbc-ac97-0436367438d8,573,2015/12/01 17:21:44.000,2015/12/01 17:20:52.334,7.8491287,58.16327,33.987606,0.63069236,0.5036938,,19.730408,21.020409,59.24918,0.6975938,0.18203671,,,,,,,1,59.5752,20.204077,20.220718,0.3032276,0.17496732,,19.708862,59.795918,20.49522,0.5039318,0.51783264,,21.025331,58.571426,20.403242,0.49688956,0.50722855,,19.434362,20.204077,60.361557,0.70463604,0.17496732,,7.853442,50.408165,41.738396,0.6694248,0.43653467,,19.93449,20.612244,59.453262,0.6975938,0.17850205,,20.413086,59.795918,19.790997,0.49688956,0.51783264,,,,,1,negative,it's somewhat common,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,1,,,,35-39,female,other,موظف بأجر يومي ضعيف,no formal education,urban area,married with children,,,,1,,,,less than others in my community,"I live in a hot grandchildren Bilal, which they call the marginalized, and I was working with a contractor and municipal But with the war stopped working and stopped salary count him my family was my suffering painful and severe beatings to fly people out like drunks My family and I went out and sold Dptin gas you Omllekem amounting to 6,000 riyals and went to the integration and through four months did not distract us, but only one case and then asked by the works to work in Saada and promised daily wage, which does not cover only some of the necessary sustenance and did not find any assistance from organizations and with a big family.",I knew now why we call marginalized,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
870b6f64-e87f-4922-8a70-a8c8c028b3f7,574,2015/12/01 17:15:17.836,2015/12/01 17:14:26.842,35.578358,49.183674,15.237969,0.39829803,0.4259306,,,,,,,1,21.490976,21.020409,57.488613,0.67998815,0.18203671,,58.66689,20.612244,20.720865,0.31026986,0.17850205,,,,,,,1,,,,,,1,57.758583,21.020409,21.221006,0.3173121,0.18203671,,6.3170776,47.142857,46.54007,0.70111495,0.40825716,,19.618317,22.65306,57.728622,0.6905515,0.19617552,,20.821249,58.979588,20.19916,0.49688956,0.5107633,,,,,1,strongly negative,it's somewhat common,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,1,,,,1,,,,30-34,female,unemployed and looking for work,,incomplete primary,urban area,married without children,,,,1,,,,less than others in my community,"I live in a hot marginalized and I was working with the works of street cleanliness in but the daily wage and at the beginning of the war has been dispensed with us and we are a big group and were difficult circumstances Landry from where we live and with the Declaration Asiri Ban Saada military zone and the severity of indiscriminate beatings of people came out and seemed to displacement and went outside to walk to Amran was a very difficult journey wine region was Ahtwaina in the camp and some blankets exchange us, brushes and nutrition that are not enough for us and did not I take the situation so I went back to Sa'ada after four months and looked for work, and now I did not get any opportunity except philanthropists aid and the remnants eat restaurants.",I do not know what to say,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
9656e64c-3d00-4b3c-96e6-ea2ab03f7724,575,2015/12/01 14:30:49.603,2015/12/01 14:29:56.159,35.190315,47.142857,17.666828,0.41238254,0.40825716,,18.658266,16.122452,65.219284,0.7328051,0.13962041,,18.510235,15.714288,65.775475,0.7363262,0.13608573,,67.28575,18.163261,14.550987,0.23632619,0.15729387,,15.014985,69.18367,15.801343,0.5039318,0.5991306,,,,,,,1,17.453901,15.714288,66.83181,0.7468896,0.13608573,,15.571174,68.77551,15.653314,0.5004107,0.5955959,,15.453328,14.0816345,70.46505,0.77505857,0.121946946,,16.887642,67.551025,15.561334,0.49336845,0.5849918,,,,,1,negative,it's somewhat common,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,25-29,female,student,,complete secondary,urban area,married with children,,,,1,,,,less than others in my community,"Housed in the old city of Saada, and I had Basta to sell clothes in the old Saada market was Basta close to the parties to market the site and the night I heard the beating is very close to me and did not sleep all night and in the morning I went to the market and were Basta had were not with other stalls and shops were the reason for the source of my income my family and I stayed at home and did not Onzh because he can not flee because of lack of money started searching for a job for three months and did not get a chance at the beginning of Ramadan worked with one of the merchants in the shop in the main street Improved relatively modes but House requests you want more and these are some of the story and suffering short .",The most important thing we Aychen,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
b07b8a52-d300-4894-8d0c-5ca6ea0577b7,576,2015/12/01 15:23:33.131,2015/12/01 15:22:47.379,14.570886,67.95918,17.469929,0.5144952,0.58852655,,18.117882,21.428576,60.453545,0.7116783,0.18557145,,13.656825,12.040817,74.30235,0.8032276,0.10427348,,,,,,,1,,,,,,1,,,,,,1,,,,,,1,20.582672,21.428576,57.988758,0.68703043,0.18557145,,,,,,,1,22.08167,58.571426,19.346905,0.4863262,0.50722855,,,,,1,strongly negative,it's somewhat common,,,,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,55-59,female,other,مزارع,no formal education,rural area,married with children,,,,1,,,,less than others in my community,"The position of an impact on my life, my family and I have happened to me, a gas station air strike during the presence of my son at the station fills gas cylinders that number was 180 cylinder and got air strike resulted in the death of my son and destroyed the car and the loss of CDs and my son is the backbone to support my large family, especially I hugged my daughter, who cited her husband in the integration of war and together nine children and my children have been influenced by a strike and on my life and I now look after a large family with my daughter and her children are also exposed my wife to fall out of the car in which the family sponsored fell ill and now I can not work and has become a standing job, and my fear of the future and offers car and cylinders to demolish and loss prevented me from doing my work.",The death of my son,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
b28792ba-6308-4ed5-9194-3acabed29922,577,2015/12/01 14:51:50.345,2015/12/01 14:50:55.845,,,,,,1,13.438376,71.63265,14.928972,0.50745296,0.6203388,,64.412796,18.979591,16.607613,0.26097408,0.16436327,,72.08742,14.897956,13.014628,0.20463605,0.12901634,,12.88219,72.04082,15.076995,0.51097405,0.6238735,,12.009807,74.48979,13.500402,0.50745296,0.64508164,,,,,,,1,12.101788,75.71429,12.183926,0.5004107,0.6556857,,12.15784,74.897964,12.944196,0.5039318,0.6486163,,,,,,,1,0.997,0.003,0.003,,negative,it's somewhat common,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,25-29,male,student,,complete secondary,urban area,single,,1,,,,,,more or less the same as others in my community,"I am a student at the university second year I suffered from the war has Nzhna from our home I am native to the integration and brothers fled to Sana'a and the wife of my brother got sick severe illness and happened to her psychological condition due to fear of the beatings were the plane hit near our house and now we are in the integration of displaced people, but we are suffering from a lack of water and the high cost of living and water outages and communication I do not know how if my brothers in Sanaa and we can not reach them, and my brother was wounded from the war and is still in the hospital now to God heal him and Aaaver.",The effects of war,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
d79ba82c-f757-4692-a8b3-7ae201dad3d9,578,2015/12/01 16:07:21.641,2015/12/01 16:06:26.670,,,,,,1,,,,,,1,20.694773,19.795921,59.509308,0.69407266,0.17143266,,64.76491,18.979591,16.2555,0.25745296,0.16436327,,,,,,,1,,,,,,1,,,,,,1,14.494719,71.63265,13.872629,0.49688956,0.6203388,,20.342653,19.795921,59.861427,0.6975938,0.17143266,,,,,,,1,,,,1,strongly negative,it's rare but happens occasionally,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,أفضل عدم الأجابة,30-34,male,unemployed and looking for work,,no formal education,rural area,widowed,,,,,1,,,less than others in my community,"I am a widow woman I have seven children live in the countryside in a small house with my children and I from the sixth war my husband was killed, and since then I have been living in poverty and crisis suffocating where my husband was not an employee and had no salary or self-employment only a piece of land is not enough for our needs and the requirements of my children in the study my older son is not twelve years old and could not work and Pure home my daughter was unable to complete her studies, she did not even complete the primary because of the financial conditions and the lack of a private school for girls, or even teachers, at least I was planting Aodhana to the filling of some our purposes with some handouts they come to us from good people, but with the outbreak of the conflict and the war experienced by the people of Yemen and the high prices of oil derivatives was not able to cultivate the land because of the high cost of diesel and also has been raising the prices of food at very expensive not able to provide for a living",Victims of war,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
e6471aa3-0bd6-4781-b268-781bb9692f6f,579,2015/12/01 17:47:28.856,2015/12/01 17:46:34.350,15.663155,70.0,14.336845,0.49336845,0.6062,,66.48954,16.938774,16.571684,0.2504107,0.1466898,,14.933057,16.530617,68.53633,0.76801634,0.14315513,,66.805725,14.897956,18.296318,0.25745296,0.12901634,,17.611992,64.69387,17.69413,0.5004107,0.560249,,66.63757,17.346937,16.015488,0.24688958,0.15022446,,16.13744,16.938774,66.92379,0.7539318,0.1466898,,17.806011,15.714288,66.4797,0.74336845,0.13608573,,16.433489,17.755104,65.8114,0.7468896,0.1537592,,15.775256,68.36735,15.857395,0.5004107,0.5920612,,0.997,0.003,0.003,,positive,it's very common,,,,,1,,,,,,,1,,,,,,,,,1,وزارة الزراعة والرئ,,,1,,,,,,,1,,1,,,1,,,,,,,,,,,35-39,female,self employed/entrepreneur,,university degree,rural area,married with children,,,,1,,,,more or less the same as others in my community,"His life started to stabilize after the sixth war but after beating the coalition his shop in partnership with another person then hit the shop located in Al Talh (shop poisons) start despair and frustration has inspired in his daily, especially because the breadwinner large family containing 22 people ranging in age between 7 -70 years old but optimistic to solve the crisis, especially by local and international organizations for the region and in terms of the conflicting parties and replace petrol and diesel crisis and especially as it is needed for the work of the farmer and recognize Aharob.vool before it was available security was solve the problem of the damage and provide work now we have lost most of houses and shops of our business was a normal life and praise be to Allah and then were tough conditions to Alan.oama was offset what was destroyed and Hdth wars will resume normal life for the people and my family and Mojtmaa.hecma seen from his point of view and believes that supports growers support the provision of solar greenhouses, fertilizers, seeds, and provide oil and Marketing agricultural products.",Miseries and pains,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
eff5a697-74f8-4c07-8c0c-c7315eff8ba4,580,2015/12/01 14:45:46.844,2015/12/01 14:44:52.489,24.483217,38.97959,36.53719,0.56026983,0.33756325,,27.10897,16.122452,56.768578,0.648298,0.13962041,,28.369394,15.714288,55.91632,0.63773465,0.13608573,,57.298683,14.897956,27.803358,0.3525234,0.12901634,,28.179682,56.938778,14.881537,0.4335093,0.49308982,,54.113865,10.0,35.88614,0.4088614,0.08660002,,14.983359,59.387756,25.628885,0.5532276,0.51429796,,14.835332,58.979588,26.185078,0.55674875,0.5107633,,27.629238,13.67347,58.697296,0.65534025,0.11841222,,21.025331,58.571426,20.403242,0.49688956,0.50722855,,,,,1,negative,it's very common,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,صحة,1,,,,,,1,,,,,40-44,female,salaried professional,,complete technical/vocational,rural area,married with children,,,,1,,,,more or less the same as others in my community,"My brother with me health clinic where me several years and Praise income fully and in patients in the vicinity of this and condemn this delivers important Amauri was fully cattle. After the planes hit and the start of gasoline and diesel, we no longer see the disappearance of drugs and become a little when he sent a request treatments buy thirty thousand and five thousand react remaining apologize to the rest of the treatments that do not exist and if there is anything not liked it sold only a fixed number of it. Ask, for example, five cartons needles give me only one we can no longer treat the patient because the cartons needles was 700 riyals in 1900 and now Maad from Real director at the same time customers Dharovhm tough they can not pay.",Lack of health in the departments,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
ff5783de-bcb5-4788-b993-b60d257523fa,581,2015/12/01 15:06:35.421,2015/12/01 15:05:40.679,13.357891,83.06123,3.580879,0.45111492,0.7193102,,18.352144,66.734695,14.913159,0.48280507,0.57792246,,19.582382,20.612244,59.80537,0.70111495,0.17850205,,,,,,,1,16.387505,67.14285,16.469645,0.5004107,0.58145714,,16.295519,65.918365,17.786116,0.50745296,0.57085305,,,,,,,1,15.71921,69.18367,15.097119,0.49688956,0.5991306,,20.342653,19.795921,59.861427,0.6975938,0.17143266,,,,,,,1,0.997,0.003,0.003,,strongly negative,it's rare but happens occasionally,,,,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,1,,,1,,,,,1,,,1,,,,1,,,,20-24,male,salaried professional,,complete secondary,urban area,married with children,,1,,,,,,more or less the same as others in my community,"I was working a nurse and am trying to be a great doctor, but the war stood a barrier in front of me has left us sorrow and pain are many. In the beginning of the war we got out of our homes displaced into wine my husband and I and my son, but my parents were not displaced and did not get out of their homes and after Nzouhna into wine suffered a lot first of concern to our people who remained in their homes in Saada did Anzhawwa and poor living where we are displaced people were rents houses are very expensive and all the basic life of the gas and oil and the lack of water and electricity materials and after several weeks of Nzouhna into wine we received news of the death of my father and my uncle and injuring some brothers shrapnel, because the plane hit my parents' house which led to though you and destroy the entire house.",The pain of war,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
ffa949ae-560d-4e6a-a228-afe366046aca,582,2015/12/01 14:59:07.401,2015/12/01 14:58:13.473,26.950888,67.14285,5.9062624,0.39477688,0.58145714,,71.14318,13.2653055,15.591517,0.22224168,0.114877544,,17.213884,14.0816345,68.70448,0.75745296,0.121946946,,65.17308,18.163261,16.663664,0.25745296,0.15729387,,16.943697,66.734695,16.321608,0.49688956,0.57792246,,,,,,,1,20.602789,18.571434,60.825775,0.70111495,0.16082859,,17.852003,66.32653,15.821467,0.48984733,0.5743878,,14.69305,14.897956,70.40899,0.7785797,0.12901634,,16.64764,65.918365,17.433996,0.5039318,0.57085305,,0.833,0.167,0.167,,negative,it's rare but happens occasionally,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,45-49,female,unemployed and looking for work,,complete secondary,urban area,married with children,,,,1,,,,less than others in my community,"I was working with one of the tailors and I live with my family in Saada and I'm from the SAB and I lived most of my life Saada In the last year I got a chance to own a shop in a good status as a new market in the street and borrowed large sums of money from the merchants to create a work of Women's caps with the lab and at the shop end Mahal the work was fully but with the beginning of the war stops working and Nzhna of Saada and promised about two months ago because of the lack of living in the country and was a big disaster, I have heard the beating center in Saada was a good center with me shop operator which was destroyed completely and was my loss of over five million and now I want to start again.",Look for a job after you employer,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
f9bfb510-b833-4f60-aacf-f46ad4520843,113,2015/11/18 21:11:03.385,2015/11/18 21:10:48.496,6.204978,48.775513,45.019512,0.69407266,0.42239594,,,,,,,1,47.703968,5.9183655,46.377663,0.49336845,0.051253047,,6.4449897,50.408165,43.146847,0.6835093,0.43653467,,7.3949823,8.367348,84.23768,0.8842135,0.07246123,,7.8591833,6.7346954,85.40613,0.88773465,0.05832244,,7.655102,7.1428604,85.20204,0.88773465,0.061857164,,6.465107,47.551014,45.98388,0.6975938,0.4117918,,6.943696,86.7347,6.3216066,0.49688956,0.7511225,,,,,,,1,0.985,0.015,0.015,,strongly negative,it's somewhat common,1,,,,,,,,,,,,,,,,,,,,1,فضل عدم الاجابة,,,,,,,,,,,,,1,فضل عدم الاجابه,1,,,,,,,,,,,25-29,male,student,,university degree,urban area,single,,,,1,,,,more or less the same as others in my community,"I worked in one of the civil universities beginning of the previous year, and after six months of work I was overjoyed unspeakable after I got my new work; war broke out and got after a month of war, the university began to lay off their employees for not providing Almadh.wana you are among them because I was new in consistently did not complete my joy .oalan sitting at home without any work or waiting for things to improve and return to my former, God willing.",yafrhh matmt,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,,,ar
37bfc73a-6e75-447e-83fe-32299d0e18e2,583,2015/12/10 19:23:14.074,2015/12/10 19:23:09.077,6.535537,87.55102,5.9134474,0.49688956,0.7581918,,6.8588996,5.9183655,87.22274,0.90181917,0.051253047,,54.841076,35.30612,9.8527975,0.2750586,0.305751,,83.59935,8.775505,7.625148,0.120129004,0.0759959,,7.1477785,86.32653,6.5256886,0.49688956,0.74758774,,7.1477785,86.32653,6.5256886,0.49688956,0.74758774,,7.1477785,86.32653,6.5256886,0.49688956,0.74758774,,,,,,,1,7.5976243,43.877556,48.524822,0.70463604,0.3799796,,9.063559,7.1428604,83.79359,0.87365013,0.061857164,,0.913,0.087,0.087,,strongly negative,it's somewhat common,,,,,1,,,,,,,,,,,,,,,,1,أفضل عدم الإجابة,,,,,,,,,,1,,,,,,,,,,1,,,1,,,35-39,female,self employed/entrepreneur,,incomplete secondary,urban area,married with children,,,,,,1,مهاجر,more or less the same as others in my community,"A man from tawahi My family consists of my wife and two boys and a girl, my life was normal and my livelihood limited thankfully where the war broke out we've endured under siege exceeded more than a month passed through difficult circumstances, do not eat or drink and electricity was non-existent was dignified living horror and fear, but satisfaction as much as God, I do not want to get out of House on intensified siege and was batting Mkhv fell shell Jebel Tawahi even shook the house hit my children fear we decided at the last minute out of Tawahi 6 o'clock precisely we started my family and I began suffering in the way when you exit the region by car followed by the resistance you hear the sounds of sniper cause us not we can get out we had one option, a sea by boat we headed to the port of Tawahi was the scene very frightening humans and boats covered the sea en route and one rode my family and I, and there was another family in the boat and we set off and was hit targets sea shells here, I remember the situation and the fear that was not shown to the family first shell in the sea and then hit the second shell next to the boat, said the younger dad my son did not want death Vdmath my hand and I told him not afraid to just see down the shell third do not see is smoke and blood of my youngest son stick with my body and my wife my partner was dying in front of me and my son the other, and my child to the hospital was hope out of Tawahi to live my wife and I and my children a new life far from the conflict and the machine dirty war.",Difficult life at a wharf tourists,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
3cc1d190-361d-49f3-abfe-0bec97734e8e,34,2015/11/16 18:14:37.477,2015/11/16 18:14:28.703,,,,,,1,85.62004,7.551018,6.8289413,0.1060445,0.06539184,,7.3949823,8.367348,84.23768,0.8842135,0.07246123,,84.30357,8.775505,6.920922,0.11308675,0.0759959,,7.203828,85.51021,7.285967,0.5004107,0.7405184,,6.7956643,86.32653,6.877803,0.5004107,0.74758774,,6.7396193,87.14285,6.1175294,0.49688956,0.75465715,,7.1477785,86.32653,6.5256886,0.49688956,0.74758774,,7.4079103,85.10204,7.4900484,0.5004107,0.73698366,,81.98681,9.183678,8.829514,0.13421352,0.07953063,,0.977,0.023,0.023,,strongly positive,it's somewhat common,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,1,1,,,,,,,,,1,1,,1,,,,40-44,male,non-salaried (caregiver or volunteering),,complete primary,urban area,divorced,,,,1,,,,less than others in my community,"I customize a place in my house (my house) and practiced practical nurse (first aid, Mjarhh, previews, telemedicine children in addition to the generation of women), especially as I am out of work and not something I am concerned of course, in order to reduce the suffering of the population of the regions as far as the possibilities existing I have and I'm continuing to this work now.",never give up or no to surrender,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.2; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,ar
7cc09a2d-c474-468d-9224-b3f54d6e3562,171,2015/11/23 20:50:38.485,2015/11/23 20:50:11.405,9.438666,32.448975,58.11236,0.74336845,0.28100815,,,,,,,1,47.12622,45.102043,7.7717385,0.3032276,0.3905837,,79.96612,10.408165,9.625719,0.14829803,0.090134695,,80.61429,11.224487,8.16122,0.13773464,0.09720409,,,,,,,1,,,,,,1,9.329441,62.2449,28.425661,0.5954811,0.5390408,,82.655106,7.1428604,10.202033,0.13773464,0.061857164,,,,,,,1,0.013000011,0.987,0.987,,negative,it's somewhat common,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,25-29,female,unemployed and looking for work,,incomplete technical/vocational,urban area,single,,,,1,,,,more or less the same as others in my community,"Aircraft hit on a village Bazver in the argument of the bombing of one of the old houses who were villages blow to one aspect of the house was inside Amratien to one of the difference Kaaadthn Anzvin house ruined house which led to the demolition of the one-sided .alammertin not Asttiein that Akhrgen and Ahrbin from inside the house bummer what he Jdnahn not Asabehn any fragment but Matin because the house to hit unilaterally cut them a way out and cut off oxygen to Alammeritin because of the dust, because the house was old and we know how you go out and we were Khaiftin advance take are Bbeshrona second hit, and unfortunately died Alammeritin did not appreciate working them anything.",Our inability to save Amraitin,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,,,ar
c7d89520-00f6-4065-8ec1-f5bf255328ed,172,2015/11/23 20:24:44.788,2015/11/23 20:24:17.267,6.761177,48.367344,44.87148,0.6905515,0.4188612,,7.225386,46.734695,46.039917,0.69407266,0.40472248,,7.803146,7.551018,84.645836,0.8842135,0.06539184,,84.915825,7.551018,7.533165,0.11308675,0.06539184,,7.2814307,45.91837,46.800198,0.6975938,0.39765307,,,,,,,1,83.80343,8.367348,7.8292265,0.120129004,0.07246123,,01.07.5775,46.734695,45.687805,0.6905515,0.40472248,,7.555942,85.51021,6.933852,0.49688956,0.7405184,,,,,,,1,0.953,0.047,0.047,,strongly negative,it's very common,1,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,30-34,female,salaried professional,,university degree,urban area,married with children,,,,1,,,,more or less the same as others in my community,"In an incident bombardment of the camp in Hajjah; girl my uncle's house under the camp (the fact that the region mountainous) fell Stones wall of the camp, a large amount over the house, which led to the demolition of the house roof (roof of the house) over the girl cousin and her son was the first rock at the head of the boy ran over his head and died immediately mother quick change (implement their) son, but another rock hit him on the head caused her Tchehem in the head Asafoha to the hospital I attended I and Dr. Mavi Amka says intentions do not you Basoa operation, but quickly Angulwha (Osafoha) to the Republican hospital in Sana'a quickly that the possibility of it Tana if Sweet quickly process was transferred to the Republican hospital in Sana'a and report this case to explain the situation and the speed receiver Aamlolha process has been neglected in the hospital on the day after she died on the fifth day.",Ashan sacrifice herself dead son,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,,,ar
1356df05-dcc8-41b0-84ea-3c187ede0563,173,2015/11/24 15:45:07.651,2015/11/23 16:43:16.511,2.409339,9.183678,88.40698,0.92998815,0.07953063,,5.663154,90.0,4.336846,0.49336845,0.7794,,,,,,,1,4.234585,92.85714,2.9082763,0.49336845,0.80414283,,3.1221974,93.67347,3.204336,0.5004107,0.81121224,,4.846826,91.63266,3.5205173,0.49336845,0.79353875,,90.71777,5.1020355,4.1801934,0.06731211,0.044183653,,6.802846,6.7346954,86.46246,0.898298,0.05832244,,,,,,,1,,,,,,1,,,,1,strongly negative,it's somewhat common,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,1,,,,1,1,,,,,,30-34,male,salaried professional,,university degree,urban area,single,,,,1,,,,more or less the same as others in my community,"A total of marginalized (black-skinned) it was their ambitions different for their children. Some of them wanted to teach his children and have the same status in the country and some of them want to be as the status of their community; there was a group of girls from this category studying in a school to maintain Girls once been subjected to one of the students beating and assault; taught school management do so and had them but call to parents; at the meeting dealt majority barbarity, intolerance and discussion voices high and obscene words; which forced the school to separate all the students marginalized and not admitted to the school but there was a student crashed all her hopes is his guardian ordered her that she dreamed that her daughter make educated with prestigious and honorable deprived of education; it is now working the work of their fathers and ancestors to clean the streets; all her dreams shattered ..",Marginalized .. what my sin?,foiyemen2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1; rv:33.0) Gecko/20100101 Firefox/33.0,,,ar
